annualGrammy,category,awardType,awardFor,name
43,Best Country Instrumental Performance,Work,Leaving Cottondale,Béla Fleck
43,Best Country Song,Individual,I Hope You Dance,I Hope You Dance
43,Best Country Album,Work,Breathe,Faith Hill
43,Best Bluegrass Album,Individual,The Grass Is Blue,The Grass Is Blue
43,Best New Age Album,Individual,Thinking Of You,Thinking Of You
43,Best Contemporary Jazz Album,Work,Outbound,Béla Fleck
43,Best Jazz Vocal Album,Individual,In The Moment - Live In Concert,In The Moment - Live In Concert
43,Best Jazz Instrumental Solo,Work,(Go) Get It,Pat Metheny
43,"Best Jazz Instrumental Album, Individual or Group",Individual,Contemporary Jazz,Contemporary Jazz
43,Best Large Jazz Ensemble Album,Individual,52nd Street Themes,52nd Street Themes
43,Best Latin Jazz Album,Individual,Live At The Village Vanguard,Live At The Village Vanguard
43,Best Rock Gospel Album,Individual,Double Take,Double Take
43,Best Pop/Contemporary Gospel Album,Individual,If I Left The Zoo,If I Left The Zoo
43,"Best Southern, Country, or Bluegrass Gospel Album",Individual,Soldier Of The Cross,Soldier Of The Cross
43,Best Traditional Soul Gospel Album,Work,You Can Make It,Shirley Caesar
43,Best Contemporary Soul Gospel Album,Work,Thankful,Mary Mary
43,Best Gospel Choir Or Chorus Album,Individual,Live - God Is Working,Live - God Is Working
43,Best Latin Pop Album,Work,Shakira - MTV Unplugged,Shakira
43,Best Latin Rock/Alternative Album,Individual,Uno,Uno
43,Best Traditional Tropical Latin Album,Individual,Alma Caribeña,Alma Caribeña
43,Best Salsa Album,Individual,Masterpiece/Obra Maestra,Masterpiece/Obra Maestra
43,Best Merengue Album,Individual,"Olga Viva, Viva Olga","Olga Viva, Viva Olga"
43,Best Mexican/Mexican-American Album,Individual,Por Una Mujer Bonita,Por Una Mujer Bonita
43,Best Tejano Album,Individual,¿Qué Es Música Tejana?,¿Qué Es Música Tejana?
43,Best Traditional Blues Album,Work,Riding With The King,B.B. King
43,Best Contemporary Blues Album,Individual,Shoutin’ In Key,Shoutin’ In Key
43,Best Traditional Folk Album,Individual,Public Domain - Songs From The Wild Land,Public Domain - Songs From The Wild Land
43,Best Contemporary Folk Album,Work,Red Dirt Girl,Emmylou Harris
43,Best Native American Music Album,Individual,Gathering Of Nations Pow Wow,Gathering Of Nations Pow Wow
43,Best Reggae Album,Individual,Art And Life,Art And Life
43,Best World Music Album,Individual,João Voz E Violão,João Voz E Violão
43,Best Polka Album,Work,Touched By A Polka,Jimmy Sturr
43,Best Musical Album For Children,Individual,Woody's Roundup Featuring Riders In The Sky,Woody's Roundup Featuring Riders In The Sky
43,Best Spoken Word Album for Children,Individual,Harry Potter And The Goblet Of Fire,Harry Potter And The Goblet Of Fire
43,Best Spoken Word Album,Individual,The Measure Of A Man,The Measure Of A Man
43,Best Spoken Comedy Album,Individual,Braindroppings,Braindroppings
43,Best Musical Show Album,Individual,Elton John & Tim Rice's Aida,Elton John & Tim Rice's Aida
43,"Best Compilation Soundtrack Album For A Motion Picture, Television Or Other Visual Media",Individual,Almost Famous,Almost Famous
43,"Best Score Soundtrack Album For A Motion Picture, Television Or Other Visual Media",Individual,American Beauty,American Beauty
43,"Best Song Written For A Motion Picture, Television Or Other Visual Media.",Individual,When She Loved Me (From Toy Story 2),When She Loved Me (From Toy Story 2)
43,Best Instrumental Composition,Work,Theme From Angela's Ashes,John Williams
43,Best Instrumental Arrangement,Work,Spain For Sextet & Orchestra,Chick Corea
43,Best Instrumental Arrangement Accompanying A Vocalist(s),Individual,Both Sides Now,Both Sides Now
43,Best Recording Package,Individual,Music,Music
43,Best Boxed Recording Package,Individual,Miles Davis & John Coltrane - The Complete Columbia Recordings 1955-1961,Miles Davis & John Coltrane - The Complete Columbia Recordings 1955-1961
43,Best Album Notes,Individual,Miles Davis & John Coltrane - The Complete Columbia Recordings 1955-1961,Miles Davis & John Coltrane - The Complete Columbia Recordings 1955-1961
43,Best Historical Album,Individual,Louis Armstrong - The Complete Hot Five & Hot Seven Recordings,Louis Armstrong - The Complete Hot Five & Hot Seven Recordings
43,"Best Engineered Album, Non-Classical",Individual,Two Against Nature,Two Against Nature
43,"Producer Of The Year, Non-Classical",Work,Dr. Dre,Dr. Dre
43,"Remixer of the Year, Non-Classical",Individual,,
43,"Best Engineered Album, Classical",Individual,"Dvorák: Requiem, Op. 89; Sym. No. 9, Op. 95 ""From the New World""","Dvorák: Requiem, Op. 89; Sym. No. 9, Op. 95 ""From the New World"""
43,"Producer Of The Year, Classical",Individual,Steven Epstein,Steven Epstein
43,Best Classical Album,Individual,Shostakovich: The String Quartets,Shostakovich: The String Quartets
43,Best Orchestral Performance,Individual,Mahler: Sym. No. 10,Mahler: Sym. No. 10
43,Best Opera Recording,Individual,Busoni: Doktor Faust,Busoni: Doktor Faust
43,Best Choral Performance,Individual,Penderecki: Credo,Penderecki: Credo
43,Best Instrumental Soloist(s) Performance (with Orchestra),Individual,Maw: Violin Concerto,Maw: Violin Concerto
43,Best Instrumental Soloist Performance (without Orchestra),Individual,"Dreams Of A World - Works Of Lauro, Ruiz-Pipo & Duarte","Dreams Of A World - Works Of Lauro, Ruiz-Pipo & Duarte"
43,Best Chamber Music Performance,Individual,Shostakovich: The String Quartets,Shostakovich: The String Quartets
43,Best Small Ensemble Performance (with or without Conductor),Individual,"Shadow Dances - Stravinsky Miniatures, Tango, Suite No. 1 & Octet","Shadow Dances - Stravinsky Miniatures, Tango, Suite No. 1 & Octet"
43,Best Classical Vocal Performance,Individual,"The Vivaldi Album - Dell'aura al sussurrar, Alma oppressa","The Vivaldi Album - Dell'aura al sussurrar, Alma oppressa"
43,Best Classical Contemporary Composition,Individual,Crumb: Star-Child,Crumb: Star-Child
43,Best Classical Crossover Album,Work,Appalachian Journey,Yo-Yo Ma
43,Best Short Form Music Video,Work,Learn To Fly,Foo Fighters
43,Best Long Form Music Video,Individual,Gimme Some Truth - The Making Of John Lennon's Imagine Album,Gimme Some Truth - The Making Of John Lennon's Imagine Album
44,Record Of The Year,Work,Walk On,U2
44,Album Of The Year,Individual,"O Brother, Where Art Thou? - Soundtrack","O Brother, Where Art Thou? - Soundtrack"
44,Song Of The Year,Work,Fallin',Alicia Keys
44,Best New Artist,Work,Alicia Keys,Alicia Keys
44,Best Female Pop Vocal Performance,Individual,I'm Like A Bird,I'm Like A Bird
44,Best Male Pop Vocal Performance,Work,Don't Let Me Be Lonely Tonight,James Taylor
44,Best Pop Performance By A Duo Or Group With Vocal,Work,Stuck In A Moment You Can't Get Out Of,U2
44,Best Pop Collaboration With Vocals,Work,Lady Marmalade,Christina Aguilera
44,Best Pop Instrumental Performance,Work,Reptile,Eric Clapton
44,Best Dance Recording,Individual,All For You,All For You
44,Best Pop Instrumental Album,Individual,No Substitutions - Live In Osaka,No Substitutions - Live In Osaka
44,Best Pop Vocal Album,Individual,Lovers Rock,Lovers Rock
44,Best Traditional Pop Vocal Album,Individual,Songs I Heard,Songs I Heard
44,Best Female Rock Vocal Performance,Individual,Get Right With God,Get Right With God
44,Best Male Rock Vocal Performance,Individual,Dig In,Dig In
44,Best Rock Performance By A Duo Or Group With Vocal,Work,Elevation,U2
44,Best Hard Rock Performance,Individual,Crawling,Crawling
44,Best Metal Performance,Individual,Schism,Schism
44,Best Rock Instrumental Performance,Work,Dirty Mind,Jeff Beck
44,Best Rock Song,Individual,Drops Of Jupiter,Drops Of Jupiter
44,Best Rock Album,Work,All That You Can't Leave Behind,U2
44,Best Alternative Music Album,Work,Parachutes,Coldplay
44,Best Female R&B Vocal Performance,Work,Fallin',Alicia Keys
44,Best Male R&B Vocal Performance,Work,U Remind Me,Usher
44,Best R&B Performance By A Duo Or Group With Vocal,Individual,Survivor,Survivor
44,Best R&B Song,Work,Fallin',Alicia Keys
44,Best R&B Album,Work,Songs In A Minor,Alicia Keys
44,Best Traditional R&B Vocal Album,Individual,At Last,At Last
44,Best Rap Solo Performance,Individual,Get Ur Freak On,Get Ur Freak On
44,Best Rap Performance By A Duo Or Group,Individual,Ms. Jackson,Ms. Jackson
44,Best Rap/Sung Collaboration,Individual,Let Me Blow Ya Mind,Let Me Blow Ya Mind
44,Best Rap Album,Individual,Stankonia,Stankonia
44,Best Female Country Vocal Performance,Individual,Shine,Shine
44,Best Male Country Vocal Performance,Individual,O Death,O Death
44,Best Country Performance By A Duo Or Group With Vocal,Work,The Lucky One,Alison Krauss
44,Best Country Collaboration With Vocals,Individual,I Am A Man Of Constant Sorrow,I Am A Man Of Constant Sorrow
44,Best Country Instrumental Performance,Work,Foggy Mountain Breakdown,Steve Martin
44,Best Country Song,Work,The Lucky One,Alison Krauss
44,Best Country Album,Individual,Timeless - Hank Williams Tribute,Timeless - Hank Williams Tribute
44,Best Bluegrass Album,Work,New Favorite,Alison Krauss
44,Best New Age Album,Individual,A Day Without Rain,A Day Without Rain
44,Best Contemporary Jazz Album,Individual,M_,M_
44,Best Jazz Vocal Album,Individual,The Calling,The Calling
44,Best Jazz Instrumental Solo,Individual,Chan's Song,Chan's Song
44,"Best Jazz Instrumental Album, Individual or Group",Individual,This Is What I Do,This Is What I Do
44,Best Large Jazz Ensemble Album,Individual,Homage To Count Basie,Homage To Count Basie
44,Best Latin Jazz Album,Individual,Nocturne,Nocturne
44,Best Rock Gospel Album,Individual,Solo,Solo
44,Best Pop/Contemporary Gospel Album,Work,CeCe Winans,CeCe Winans
44,"Best Southern, Country, or Bluegrass Gospel Album",Individual,Bill & Gloria Gaither Present A Billy Graham Music Homecoming,Bill & Gloria Gaither Present A Billy Graham Music Homecoming
44,Best Traditional Soul Gospel Album,Individual,Spirit Of The Century,Spirit Of The Century
44,Best Contemporary Soul Gospel Album,Work,The Experience,Yolanda Adams
44,Best Gospel Choir Or Chorus Album,Individual,Love Is Live!,Love Is Live!
44,Best Latin Pop Album,Individual,La Musica De Baldemar Huerta,La Musica De Baldemar Huerta
44,Best Latin Rock/Alternative Album,Individual,Embrace The Chaos,Embrace The Chaos
44,Best Traditional Tropical Latin Album,Individual,Dejame Entrar,Dejame Entrar
44,Best Salsa Album,Individual,Encore,Encore
44,Best Merengue Album,Individual,Yo Por Tí,Yo Por Tí
44,Best Mexican/Mexican-American Album,Individual,En Vivo...El Hombre Y Su Musica,En Vivo...El Hombre Y Su Musica
44,Best Tejano Album,Individual,Nadie Como Tu,Nadie Como Tu
44,Best Traditional Blues Album,Individual,Do You Get The Blues?,Do You Get The Blues?
44,Best Contemporary Blues Album,Individual,Nothing Personal,Nothing Personal
44,Best Traditional Folk Album,Individual,Down From The Mountain,Down From The Mountain
44,Best Contemporary Folk Album,Work,Love And Theft,Bob Dylan
44,Best Native American Music Album,Individual,Bless The People - Harmonized Peyote Songs,Bless The People - Harmonized Peyote Songs
44,Best Reggae Album,Individual,Halfway Tree,Halfway Tree
44,Best World Music Album,Individual,Full Circle - Carnegie Hall 2000,Full Circle - Carnegie Hall 2000
44,Best Polka Album,Work,Gone Polka,Jimmy Sturr
44,Best Musical Album For Children,Individual,Elmo And The Orchestra,Elmo And The Orchestra
44,Best Spoken Word Album for Children,Individual,Mama Don't Allow,Mama Don't Allow
44,Best Spoken Word Album,Work,Q - The Autobiography Of Quincy Jones,Quincy Jones
44,Best Spoken Comedy Album,Individual,Napalm & Sillyputty,Napalm & Sillyputty
44,Best Musical Show Album,Individual,The Producers,The Producers
44,"Best Compilation Soundtrack Album For A Motion Picture, Television Or Other Visual Media",Individual,"O Brother, Where Art Thou?","O Brother, Where Art Thou?"
44,"Best Score Soundtrack Album For A Motion Picture, Television Or Other Visual Media",Individual,"Crouching Tiger, Hidden Dragon","Crouching Tiger, Hidden Dragon"
44,"Best Song Written For A Motion Picture, Television Or Other Visual Media",Individual,Boss Of Me (From Malcolm In The Middle),Boss Of Me (From Malcolm In The Middle)
44,Best Instrumental Composition,Individual,Cast Away - End Credits,Cast Away - End Credits
44,Best Instrumental Arrangement,Work,"Claude Debussy ""Doctor Gradus Ad Parnassum"" From Children's Corner",Béla Fleck
44,Best Instrumental Arrangement Accompanying Vocalist(s),Individual,Drops Of Jupiter,Drops Of Jupiter
44,Best Recording Package,Individual,Amnesiac - Special Limited Edition,Amnesiac - Special Limited Edition
44,Best Boxed Recording Package,Individual,Brain In A Box - The Science Fiction Collection,Brain In A Box - The Science Fiction Collection
44,Best Album Notes,Individual,Richard Pryor...And It's Deep Too! - The Complete Warner Bros. Recordings (1968-1992),Richard Pryor...And It's Deep Too! - The Complete Warner Bros. Recordings (1968-1992)
44,Best Historical Album,Individual,Lady Day - The Complete Billie Holiday On Columbia 1933-1944,Lady Day - The Complete Billie Holiday On Columbia 1933-1944
44,"Best Engineered Album, Non-Classical",Individual,The Look Of Love,The Look Of Love
44,"Producer Of The Year, Non-Classical",Work,T Bone Burnett,T Bone Burnett
44,"Best Remixed Recording, Non-Classical",Individual,Thank You (Deep Dish Vocal Remix),Thank You (Deep Dish Vocal Remix)
44,"Best Engineered Album, Classical",Individual,"Bernstein (Arr. Brohn & Corigliano): West Side Story Suite (Lonely Town; Make Our Garden Grow, Etc.)","Bernstein (Arr. Brohn & Corigliano): West Side Story Suite (Lonely Town; Make Our Garden Grow, Etc.)"
44,"Producer Of The Year, Classical",Individual,Manfred Eicher,Manfred Eicher
44,Best Classical Album,Individual,Berlioz: Les Troyens,Berlioz: Les Troyens
44,Best Orchestral Performance,Work,"Boulez Conducts Varèse - Amériques, Arcana, Déserts & Ionisation",Pierre Boulez
44,Best Opera Recording,Individual,Berlioz: Les Troyens,Berlioz: Les Troyens
44,Best Choral Performance,Individual,Bach: St. Matthew Passion,Bach: St. Matthew Passion
44,Best Instrumental Soloist(s) Performance (with Orchestra),Individual,Strauss Wind Concertos - Horn Concerto; Oboe Concerto,Strauss Wind Concertos - Horn Concerto; Oboe Concerto
44,Best Instrumental Soloist Performance (without Orchestra),Individual,Britten Cello Suites (1-3),Britten Cello Suites (1-3)
44,Best Chamber Music Performance,Individual,Haydn: The Complete String Quartets,Haydn: The Complete String Quartets
44,Best Small Ensemble Performance (with or without Conductor),Individual,"After Mozart - Raskatov, Silvestrov & Schnittke","After Mozart - Raskatov, Silvestrov & Schnittke"
44,Best Classical Vocal Performance,Individual,Dreams & Fables - Gluck Italian Arias: Tremo Fra' Dubbi Miei; Di Questa Cetra In Seno,Dreams & Fables - Gluck Italian Arias: Tremo Fra' Dubbi Miei; Di Questa Cetra In Seno
44,Best Classical Contemporary Composition,Individual,Rouse: Concert De Gaudí For Guitar & Orchestra,Rouse: Concert De Gaudí For Guitar & Orchestra
44,Best Classical Crossover Album,Work,"Perpetual Motion - Scarlatti, Bach, Debussy, Chopin",Béla Fleck
44,Best Short Form Music Video,Individual,Weapon Of Choice,Weapon Of Choice
44,Best Long Form Music Video,Individual,Recording The Producers - A Musical Romp With Mel Brooks,Recording The Producers - A Musical Romp With Mel Brooks
45,Record Of The Year,Work,Don't Know Why,Norah Jones
45,Album Of The Year,Work,Come Away With Me,Norah Jones
45,Song Of The Year,Individual,Don't Know Why,Don't Know Why
45,Best New Artist,Work,Norah Jones,Norah Jones
45,Best Female Pop Vocal Performance,Work,Don't Know Why,Norah Jones
45,Best Male Pop Vocal Performance,Work,Your Body Is A Wonderland,John Mayer
45,Best Pop Performance By A Duo Or Group With Vocal,Individual,Hey Baby,Hey Baby
45,Best Pop Collaboration With Vocals,Work,The Game Of Love,Carlos Santana
45,Best Pop Instrumental Performance,Work,Auld Lang Syne,B.B. King
45,Best Pop Instrumental Album,Individual,Just Chillin',Just Chillin'
45,Best Pop Vocal Album,Work,Come Away With Me,Norah Jones
45,Best Dance Recording,Individual,Days Go By,Days Go By
45,Best Traditional Pop Vocal Album,Work,Playin' With My Friends - Bennett Sings The Blues,Tony Bennett
45,Best Female Rock Vocal Performance,Individual,Steve McQueen,Steve McQueen
